collectioncode,catalognumber,scientificname,commonname,datelastmodified,detectedby,receiver_group,station,receiver,bottom_depth,receiver_depth,tagname,codespace,sensorname,sensorraw,sensortype,sensorvalue,sensorunit,datecollected,timezone,longitude,latitude,the_geom,yearcollected,monthcollected,daycollected,julianday,timeofday,local_area,notes,citation,unqdetecid,contact_poc,contact_pi
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,FOMAVC2,134179,4.242424242424242,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-17 13:50:24,UTC,-81.23503,29.71453,0101000020E61000000CE544BB0A4F54C0C9022670EBB63D40,2021,3,17,76,13.84,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-82563,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,FOMAVC2,134179,4.242424242424242,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-17 13:51:22,UTC,-81.23503,29.71453,0101000020E61000000CE544BB0A4F54C0C9022670EBB63D40,2021,3,17,76,13.8561111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-82565,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,FOMAVC2,134179,4.242424242424242,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-17 13:53:29,UTC,-81.23503,29.71453,0101000020E61000000CE544BB0A4F54C0C9022670EBB63D40,2021,3,17,76,13.8913888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-82566,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON60,132780,4.0,3.0,A69-1602-23326,A69-1602,,,pinger,,,2021-03-17 16:09:48,UTC,-81.25620,29.76550,0101000020E61000000E4FAF94655054C08716D9CEF7C33D40,2021,3,17,76,16.1633333333333,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-82581,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON60,132780,4.0,3.0,A69-1602-23326,A69-1602,,,pinger,,,2021-03-17 16:10:40,UTC,-81.25620,29.76550,0101000020E61000000E4FAF94655054C08716D9CEF7C33D40,2021,3,17,76,16.1777777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-82583,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON15,132939,3.5,2.5,A69-1602-23326,A69-1602,,,pinger,,,2021-03-25 05:32:14,UTC,-81.30853,29.86100,0101000020E61000006FF59CF4BE5354C023DBF97E6ADC3D40,2021,3,25,84,5.53722222222222,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-83678,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON15,132939,3.5,2.5,A69-1602-23326,A69-1602,,,pinger,,,2021-03-25 05:33:11,UTC,-81.30853,29.86100,0101000020E61000006FF59CF4BE5354C023DBF97E6ADC3D40,2021,3,25,84,5.55305555555555,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-83679,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON15,132939,3.5,2.5,A69-1602-23326,A69-1602,,,pinger,,,2021-03-25 05:34:22,UTC,-81.30853,29.86100,0101000020E61000006FF59CF4BE5354C023DBF97E6ADC3D40,2021,3,25,84,5.57277777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-83680,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON15,132939,3.5,2.5,A69-1602-23326,A69-1602,,,pinger,,,2021-03-25 05:35:19,UTC,-81.30853,29.86100,0101000020E61000006FF59CF4BE5354C023DBF97E6ADC3D40,2021,3,25,84,5.58861111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-83681,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON15,132939,3.5,2.5,A69-1602-23326,A69-1602,,,pinger,,,2021-03-25 05:36:31,UTC,-81.30853,29.86100,0101000020E61000006FF59CF4BE5354C023DBF97E6ADC3D40,2021,3,25,84,5.60861111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-83683,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON15,132939,3.5,2.5,A69-1602-23326,A69-1602,,,pinger,,,2021-03-25 05:37:30,UTC,-81.30853,29.86100,0101000020E61000006FF59CF4BE5354C023DBF97E6ADC3D40,2021,3,25,84,5.625,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-83684,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON15,132939,3.5,2.5,A69-1602-23326,A69-1602,,,pinger,,,2021-03-25 05:38:45,UTC,-81.30853,29.86100,0101000020E61000006FF59CF4BE5354C023DBF97E6ADC3D40,2021,3,25,84,5.64583333333333,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-83685,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-26 06:29:44,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,26,85,6.49555555555556,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78862,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-26 06:30:43,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,26,85,6.51194444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78863,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-26 14:41:13,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,26,85,14.6869444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78864,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 03:45:46,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,3.76277777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78865,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 03:47:33,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,3.7925,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78866,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 03:52:55,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,3.88194444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78867,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,DRGRIM,134177,5.151515151515151,1.8181818181818183,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:13:50,UTC,-81.30274,29.88916,0101000020E61000003ACC9717605354C04FE960FD9FE33D40,2021,3,27,86,4.23055555555556,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78868,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:14:44,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.24555555555556,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78869,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:15:46,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.26277777777778,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78870,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:18:21,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.30583333333333,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78871,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:19:28,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.32444444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78872,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:20:19,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.33861111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78873,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:24:45,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.4125,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78874,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:26:48,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.44666666666667,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78875,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:27:52,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.46444444444444,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78876,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:29:19,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.48861111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78877,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:30:03,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.50083333333333,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78878,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:30:47,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.51305555555556,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78879,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:33:00,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.55,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78880,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:34:35,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.57638888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78881,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:36:32,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.60888888888889,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78882,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
WHITT,WHITT-1303739-2019-08-28,Sciaenops ocellatus,red drum,2021-07-26,WHITR,WHITR,ATON10,132776,3.0,2.75,A69-1602-23326,A69-1602,,,pinger,,,2021-03-27 04:41:46,UTC,-81.30414,29.88789,0101000020E6100000F3599E07775354C0087250C24CE33D40,2021,3,27,86,4.69611111111111,St. Augustine,,"Liao, J.C., Morgan, C.R. 2019. Investigating red drum (Sciaenops ocellatus) movement and migration patterns in First Coast waters via acoustic telemetry.",WHITR-A69-1602-23326-78883,Clark Morgan (cmorgan@whitney.ufl.edu),James Liao (jliao@whitney.ufl.edu)
